income,debt,age,loan_amount,payment_history,credit_score,credit_utilization,num_credit_lines,late_payments,employment_length,default
17091.51,5209.14,22,7239.99,5,571.2,0.2323,4,0,28,0
22190.53,11408.38,33,13223.32,2,747.8,0.5029,7,1,21,1
23613.63,16529.56,34,4184.15,3,742.1,0.2458,2,2,16,1
124083.75,6025.07,28,12841.09,3,850.0,0.1707,4,1,28,0
89399.55,6522.52,57,5747.47,9,783.6,0.0757,3,0,23,0
29558.46,12507.89,24,3980.57,3,729.1,0.5211,2,0,23,0
30278.96,19006.86,49,7249.2,4,808.7,0.0441,6,3,28,0
20443.04,28087.03,53,18775.04,9,743.1,0.5438,7,2,16,1
13987.72,20433.63,60,9032.67,2,663.2,0.158,5,3,24,1
34254.04,14066.62,47,19888.42,7,608.4,0.339,7,2,26,1
22050.14,7924.1,47,5170.68,6,654.5,0.1944,3,0,14,0
34807.03,6312.99,58,15194.83,10,696.8,0.2837,5,1,21,0
16315.93,9343.03,62,5479.14,5,714.0,0.3666,9,0,19,0
24810.27,17800.02,31,9276.11,6,529.2,0.3036,5,0,29,0
39117.04,16909.6,60,9228.11,9,682.4,0.2632,3,0,18,0
43612.75,3071.95,43,12050.91,10,702.3,0.0708,2,0,21,0
44745.04,7708.09,25,9418.62,8,743.8,0.5957,2,0,27,0
18765.13,31043.83,51,5200.39,7,830.1,0.3189,4,2,0,1
55678.14,14121.45,68,13741.62,9,714.9,0.6142,2,1,4,0
24340.43,4954.71,27,22902.33,10,627.2,0.0653,8,0,9,0
49832.81,69499.5,21,5708.54,8,554.6,0.1053,4,0,20,0
36122.84,13091.79,65,2694.21,3,755.0,0.0603,6,4,13,1
18247.92,17483.87,50,10933.55,7,630.5,0.3674,4,2,25,1
31004.92,17670.77,31,6642.82,3,769.3,0.6274,4,2,2,1
43594.31,10328.72,59,7490.11,6,811.8,0.3985,3,0,10,0
49339.62,8028.06,40,11312.99,5,576.5,0.4208,3,2,4,1
33843.63,58992.91,37,6162.05,10,744.3,0.1347,6,0,21,0
78111.26,26963.63,35,6895.94,6,803.4,0.3406,9,0,8,0
60099.41,23750.43,50,7630.65,10,781.5,0.2087,4,1,7,1
31941.87,19998.3,27,19571.94,9,532.3,0.2802,6,1,18,0
52841.96,6618.86,38,8250.6,9,631.7,0.1387,3,0,2,0
95501.45,32671.92,35,3860.67,2,597.6,0.1136,6,0,27,0
96784.52,7404.23,23,3953.96,8,741.9,0.1851,3,2,0,0
19653.29,16289.9,58,8809.08,3,733.1,0.3076,4,0,10,0
22850.62,4240.46,21,4114.79,6,484.2,0.5738,4,0,15,0
76302.38,3201.58,68,3173.59,5,675.9,0.0276,6,1,0,0
21393.86,16693.99,25,11864.68,3,764.1,0.1533,6,1,1,1
18745.88,7582.74,38,12218.41,10,711.8,0.5112,8,0,29,0
28478.45,3319.54,25,6497.14,9,711.7,0.1114,6,1,17,0
44806.72,19505.01,38,9664.32,6,670.8,0.4527,9,0,0,0
34503.0,58927.11,50,9071.32,1,615.3,0.5233,3,0,11,1
26231.55,35337.22,25,11631.26,2,698.6,0.1728,4,1,9,1
25923.2,11157.61,46,11647.54,3,704.2,0.5208,6,0,0,0
25433.73,13442.7,58,1696.85,10,749.2,0.2303,3,1,17,0
23394.24,24869.42,43,7014.26,5,755.7,0.2795,7,2,6,1
113642.91,29304.3,26,11056.15,1,706.9,0.2675,10,1,19,0
42140.12,10504.14,54,6334.25,6,787.6,0.4003,7,1,22,0
56578.23,13683.2,30,8281.02,10,670.0,0.3419,4,1,12,0
28437.42,16488.7,21,12713.5,6,584.5,0.3758,4,0,11,0
33091.17,19686.99,42,8506.24,5,738.2,0.4302,5,3,19,1
25418.26,12171.43,34,20025.3,2,710.1,0.4194,6,1,21,0
9644.53,12282.62,22,15933.7,9,739.8,0.5481,1,0,11,0
18233.13,35097.41,59,7546.67,2,598.8,0.1971,4,0,24,1
14686.6,31152.96,50,7195.22,10,843.3,0.1423,4,1,8,0
11791.19,18660.93,65,1465.29,3,756.8,0.1185,8,0,23,0
19976.67,44505.87,44,6661.49,2,677.0,0.3121,3,0,11,1
70437.27,10193.32,42,3597.66,4,625.2,0.1959,4,1,20,0
35517.54,41609.4,62,9253.32,1,786.2,0.2471,5,0,29,0
69236.39,19531.05,24,8881.47,1,611.9,0.2951,7,1,22,0
44600.1,131889.31,38,12301.95,2,850.0,0.3831,3,0,9,0
53705.97,5797.97,60,18732.26,7,650.9,0.2362,7,0,17,0
23145.4,8245.79,35,7976.37,9,837.6,0.274,3,1,6,0
47191.8,17910.79,64,31832.71,3,685.2,0.2408,10,1,13,0
52279.37,17642.46,34,9315.83,7,826.5,0.0339,4,2,18,0
27219.16,52318.08,41,3691.8,4,641.2,0.2174,7,3,1,1
48039.08,8367.73,64,5783.46,5,701.5,0.5016,4,0,11,0
48199.02,25170.88,32,6479.2,4,764.4,0.0479,4,3,29,0
27590.41,30143.49,68,11559.65,9,753.0,0.175,10,1,29,1
20715.05,21878.36,23,4590.07,6,788.1,0.614,7,0,25,0
20089.16,6817.87,34,6776.49,6,661.0,0.2592,5,0,21,0
37920.71,35790.26,49,7356.77,9,706.8,0.3994,5,0,20,0
42766.27,31587.84,50,6192.71,7,799.9,0.0673,2,1,15,0
24434.15,20327.08,65,13185.19,2,643.6,0.4033,9,0,19,1
36801.46,15414.18,68,11905.94,2,745.8,0.0983,9,1,7,0
48303.95,15650.77,54,16316.63,4,682.5,0.5521,7,1,17,1
49468.7,12643.33,53,6643.44,1,716.5,0.188,3,0,16,0
78900.28,20921.86,36,16672.51,7,706.8,0.5076,7,1,2,0
68767.77,13654.09,60,3574.58,5,636.9,0.1018,5,0,8,0
22012.25,7376.34,52,3522.65,1,679.1,0.3278,5,0,9,0
84271.0,6412.38,22,3911.67,5,711.6,0.4398,6,0,20,0
27847.87,7891.76,61,8147.99,9,691.8,0.2546,5,2,10,1
61232.69,15607.28,38,16671.02,10,825.8,0.4657,6,0,6,0
37571.21,13110.0,44,5646.07,10,780.8,0.1123,4,2,23,0
29552.55,15533.29,44,6087.45,10,723.2,0.2533,5,2,15,1
14708.07,18969.15,61,7118.05,7,638.9,0.1972,11,2,18,1
33330.15,8611.69,34,11426.57,10,634.1,0.1942,5,3,10,1
16652.38,37270.68,40,6084.04,10,850.0,0.1725,4,1,11,0
58903.14,11076.74,22,5883.75,7,619.2,0.3747,3,0,17,1
77528.15,9863.55,38,3614.7,5,709.1,0.3207,2,0,9,0
24380.64,18726.04,25,5750.07,10,728.9,0.1913,4,0,28,0
42234.19,3693.92,49,16423.64,5,675.1,0.4308,6,0,25,0
25268.26,7681.93,64,8557.43,2,619.8,0.6283,4,2,28,0
26522.74,26549.1,43,5198.3,2,637.2,0.2534,3,1,23,0
53489.86,3959.23,65,17012.21,6,656.3,0.0754,4,1,2,0
35622.43,29211.04,68,5703.71,1,643.2,0.1869,3,0,24,0
86666.61,38476.22,23,18995.8,2,806.2,0.4967,4,0,7,0
28534.92,10315.28,46,18810.38,3,699.3,0.0355,5,0,11,0
59854.28,16387.41,46,8380.03,6,658.1,0.1238,3,3,12,1
38128.1,29241.99,39,3297.34,5,708.6,0.384,3,1,14,0
54062.12,9635.87,61,32006.69,6,753.4,0.4747,5,0,24,0
29039.76,24524.87,40,10222.7,6,672.4,0.2432,7,0,17,0
35426.68,8351.49,23,6671.95,10,772.2,0.41,2,0,16,1
34277.71,9563.21,47,14381.2,3,598.3,0.3228,5,3,5,1
23908.07,7634.74,30,12349.63,5,793.7,0.2504,4,1,23,0
50566.31,16981.05,38,17793.05,7,699.3,0.4598,3,1,10,0
50268.03,30048.81,45,5445.75,3,696.2,0.1222,3,0,20,0
48863.08,11744.27,56,9809.28,2,644.6,0.2776,4,1,14,1
78314.09,5486.94,34,3977.77,1,601.8,0.5173,9,3,19,1
74957.19,6261.06,39,12085.97,4,566.7,0.3914,5,0,20,0
30107.44,17609.95,24,7992.29,3,639.0,0.4609,4,2,16,0
43762.22,48575.84,39,9591.24,2,747.0,0.2752,5,2,13,1
26587.58,17599.18,49,7421.9,3,623.1,0.6791,4,0,21,1
36742.07,10190.1,51,6970.25,7,576.1,0.5418,7,2,4,1
26906.56,22841.37,35,4812.93,9,627.3,0.6495,6,2,29,1
81636.78,11297.66,23,13020.21,6,669.2,0.5126,6,1,12,0
43558.02,10251.72,49,19807.63,1,672.4,0.1117,4,0,29,0
32564.74,6829.99,53,5802.24,8,689.7,0.4379,6,0,15,0
65960.36,35807.56,25,11295.1,2,782.6,0.1815,6,2,3,0
12267.3,2258.72,45,10501.89,1,799.9,0.1707,8,0,19,0
13265.85,23353.48,25,8142.55,6,850.0,0.3663,7,1,15,0
54063.76,9656.42,43,3242.31,5,570.0,0.2588,5,0,25,0
37430.24,10024.24,52,3710.94,4,631.5,0.1653,7,2,25,0
41160.04,43678.91,56,5071.6,10,755.9,0.066,7,1,6,0
18709.79,8103.96,55,2245.31,1,663.7,0.2139,4,0,23,0
35896.07,8299.51,58,18860.37,1,768.9,0.448,3,2,16,1
98889.14,12194.3,32,10103.35,6,716.6,0.0357,4,0,13,0
54835.87,17848.83,62,7958.72,5,826.3,0.105,7,1,12,0
39531.51,9805.52,38,2177.34,9,783.4,0.2242,5,0,20,0
29157.66,4439.51,39,2712.64,1,784.9,0.3784,3,2,20,0
29813.41,7288.2,59,8091.71,5,667.1,0.3068,4,0,26,0
12523.99,32759.02,37,26431.03,2,692.2,0.1511,4,1,26,1
41308.36,14077.65,24,5328.44,1,675.6,0.1257,6,2,7,0
55422.53,18320.23,56,13606.17,5,579.5,0.2337,3,0,14,0
16517.74,11125.61,53,6075.74,8,817.7,0.4544,5,1,29,1
26089.59,8419.89,49,8376.15,2,759.6,0.337,5,0,25,0
20358.78,43230.37,28,16794.56,9,672.4,0.4605,4,0,13,1
22411.39,11710.79,51,6584.21,6,804.4,0.5436,2,0,0,0
37299.71,9795.13,30,5355.81,5,649.6,0.5685,7,1,6,0
12807.66,28776.08,48,18974.33,10,552.9,0.2469,6,1,27,1
49371.83,8057.41,45,8327.63,4,780.6,0.2822,4,1,21,0
52940.69,8810.42,58,15595.27,3,597.7,0.3743,2,0,23,1
32030.66,13455.9,68,5371.44,8,684.3,0.2003,7,1,23,0
10505.41,13362.25,30,18845.03,2,716.5,0.5126,4,0,4,0
22065.94,16022.16,26,9548.85,9,730.8,0.5212,3,1,17,0
67268.74,57766.73,48,10518.31,9,767.9,0.4965,3,1,20,1
9054.37,16905.15,67,8769.0,10,746.5,0.2745,5,1,2,1
30523.08,2528.45,28,5983.23,5,744.0,0.6109,3,1,15,0
20130.67,16787.83,44,8094.91,7,636.7,0.3221,4,1,8,1
54300.31,13718.71,40,6213.29,9,723.5,0.0686,4,1,29,0
25911.52,13772.31,36,14410.72,2,579.6,0.4513,1,0,7,0
44443.63,15869.64,53,7173.62,4,825.0,0.4868,4,0,9,0
48181.49,13094.21,35,3301.38,5,587.8,0.1085,5,0,26,0
90954.34,12876.66,45,2958.23,7,672.3,0.1035,3,0,18,0
32811.33,20519.5,62,2875.46,7,594.5,0.1795,7,1,28,0
43827.74,9141.17,39,11740.3,10,641.6,0.3149,3,1,15,0
17282.89,6881.69,22,4060.65,5,701.1,0.2289,8,2,5,0
65854.75,110929.15,64,9701.65,2,657.7,0.2097,5,1,6,0
24828.45,8094.17,34,8795.05,2,791.5,0.2984,9,0,5,0
27436.32,14329.85,58,7794.51,9,718.2,0.1037,6,2,24,0
35913.77,4689.3,58,10541.16,5,663.0,0.1298,4,0,0,0
16623.25,14494.55,46,8910.47,7,689.3,0.0518,4,1,22,0
40716.35,6951.7,25,1594.26,6,797.6,0.3858,8,2,13,1
58908.06,9801.29,67,6673.0,9,772.7,0.1843,6,0,16,0
42043.79,27765.38,54,10457.37,3,608.9,0.5114,6,1,24,1
16408.44,18590.51,41,21680.53,2,645.5,0.4805,3,0,28,0
34135.57,19888.3,62,22289.58,8,738.0,0.4095,5,2,8,0
52628.57,3866.7,59,3576.39,5,728.3,0.3927,5,0,27,0
14200.12,48330.91,58,6569.31,9,616.0,0.1536,2,2,27,0
21218.25,5800.41,29,3166.34,2,759.9,0.3743,6,0,24,0
56289.98,38948.38,52,20169.58,3,628.7,0.3731,6,0,3,1
41566.41,27311.98,35,14879.11,10,804.3,0.1954,4,0,4,0
44622.16,20012.91,24,10000.12,9,742.4,0.186,7,1,1,0
92018.73,7343.06,37,8952.22,1,609.4,0.657,5,1,26,0
45902.57,14855.31,26,18552.85,9,657.7,0.394,6,2,28,1
50460.39,9608.04,26,16760.75,1,656.3,0.18,4,3,9,1
140839.01,13634.08,56,16233.41,2,712.8,0.2485,3,1,15,0
32633.6,11215.92,45,10657.38,9,683.7,0.0994,2,0,17,0
24368.79,3206.62,40,6571.27,2,608.4,0.0762,3,2,11,1
44976.63,29297.25,30,12839.41,4,588.5,0.2936,9,2,29,1
45229.08,12622.36,58,13221.84,2,743.9,0.0922,8,1,28,0
27907.26,9515.14,52,7227.28,6,722.9,0.2058,7,0,6,0
21672.54,9025.15,49,6563.31,1,708.4,0.199,6,1,16,0
115257.29,17170.05,30,15994.3,3,721.7,0.2232,4,1,5,0
42762.71,7146.45,27,21992.78,4,650.5,0.0752,2,0,2,1
25181.31,2755.56,27,5168.63,7,714.7,0.2069,5,1,25,0
57409.5,17765.1,22,6918.64,5,850.0,0.5017,1,2,25,0
34386.78,19213.57,68,10002.19,2,794.0,0.371,7,0,0,0
32002.18,11617.38,39,10850.42,5,676.9,0.2463,4,1,16,1
48104.76,5981.75,53,5922.89,5,658.1,0.249,4,0,5,0
19035.46,14217.87,69,25087.18,4,471.2,0.0463,3,1,16,1
43317.57,4792.6,66,10438.51,6,785.5,0.2596,5,0,9,0
94511.56,6508.98,36,11145.93,4,762.9,0.2154,11,1,16,0
45848.09,7899.16,45,23279.55,4,656.5,0.1459,5,2,22,1
30088.37,24119.05,43,6189.21,8,585.5,0.2199,3,1,2,1
28182.24,10364.82,22,7684.35,3,607.6,0.387,3,2,14,1
29579.3,9764.35,58,3820.0,4,735.6,0.3488,5,1,10,1
31984.88,52485.11,49,7307.01,2,692.9,0.0881,7,1,11,0
30064.39,17098.12,39,3316.43,7,755.3,0.254,8,0,27,0
57420.45,16937.68,48,12691.78,8,706.9,0.398,7,0,27,0
15266.18,10313.5,57,10425.38,7,777.3,0.6109,6,1,19,1
55882.14,8800.29,21,6862.03,2,729.6,0.1962,2,2,22,0
30036.14,2891.46,52,7629.26,5,766.3,0.3279,3,1,11,1
43847.54,26320.89,63,12795.9,3,532.8,0.0854,4,1,18,0
20671.39,18284.64,56,4099.1,8,601.3,0.3348,5,1,14,1
70566.83,11785.01,51,9159.08,4,670.9,0.4381,6,1,10,1
67698.38,12136.12,25,12328.96,5,786.4,0.4338,4,1,23,1
58676.54,22366.08,57,2781.19,5,850.0,0.4105,8,0,25,0
17028.14,4499.42,57,12221.63,8,686.9,0.2566,7,1,10,0
54970.97,8840.36,45,2967.76,8,651.1,0.2509,5,1,7,0
44463.66,6030.52,49,7551.06,9,543.6,0.3032,5,0,12,0
16274.66,46168.66,51,4031.79,5,769.1,0.4332,6,0,28,0
35876.99,24660.52,26,19124.93,9,656.0,0.3491,5,3,23,1
43576.24,2858.68,33,4046.98,9,850.0,0.597,5,2,7,0
47955.92,4630.25,59,3010.57,6,640.8,0.4771,7,4,18,0
39681.12,12177.66,68,8778.07,7,850.0,0.3673,3,0,24,0
42008.01,9597.83,34,6321.92,10,759.9,0.4735,3,0,10,0
75872.21,5286.61,40,3285.38,9,617.7,0.1083,3,1,27,0
67038.14,52121.54,65,11108.76,3,718.6,0.442,8,0,28,0
8660.02,16626.91,28,2453.08,8,761.7,0.3119,5,1,6,1
30985.69,18627.07,33,4351.41,5,682.0,0.5334,3,1,18,0
33445.57,8230.4,23,5738.02,2,767.0,0.2437,7,0,6,0
15122.68,22149.98,32,13112.66,4,765.3,0.2159,4,1,20,0
38066.56,10236.32,52,17628.66,10,747.7,0.523,5,0,2,0
67804.16,10956.19,38,15703.98,10,698.7,0.1081,6,0,19,0
21093.41,20490.19,69,7391.13,8,606.0,0.2151,2,1,10,1
42967.55,4271.42,64,1888.65,10,693.9,0.4521,4,0,15,0
22973.31,40860.52,64,10244.66,6,714.1,0.2593,6,1,15,0
25953.04,15179.06,56,19581.57,8,549.9,0.2891,6,1,29,1
76015.82,32750.09,55,16988.2,2,713.5,0.5848,5,0,2,0
27687.08,6293.08,45,10697.54,3,692.3,0.334,6,1,17,0
45757.28,7000.83,69,3969.11,2,596.3,0.3182,7,3,4,0
14248.27,5923.42,25,5912.45,10,673.4,0.2218,7,1,19,0
92148.69,15918.04,56,25855.76,7,675.1,0.0241,1,1,12,0
49085.86,13991.26,27,3463.25,10,850.0,0.0247,9,0,4,0
33148.41,9651.92,37,4069.58,5,717.6,0.4234,4,1,5,0
48425.09,6569.23,33,14264.52,5,782.9,0.1436,3,0,3,0
17945.42,5504.84,50,6256.05,7,690.6,0.058,1,1,23,0
65595.7,12913.92,59,3987.61,6,550.1,0.2336,6,1,27,0
30884.43,9643.98,24,20267.68,4,753.8,0.4114,6,1,9,0
32792.83,8267.4,50,10685.4,4,647.3,0.2295,3,1,11,1
28400.79,39456.84,31,6444.09,6,673.2,0.229,5,0,1,1
27164.72,12611.6,24,4074.63,1,615.8,0.6566,5,2,5,1
51397.01,32501.13,41,27679.41,2,705.8,0.1248,6,1,4,0
41272.57,9197.84,49,7985.07,1,785.2,0.076,6,2,28,0
50305.72,15856.64,30,18739.65,2,774.6,0.3537,4,0,9,0
36156.16,12850.87,40,13851.93,2,826.9,0.1024,4,0,23,0
46938.8,4071.08,67,5928.1,1,838.2,0.0562,2,1,4,0
29453.72,36309.58,37,5956.48,1,536.3,0.3991,3,2,5,0
110731.75,12153.74,69,19298.62,9,604.5,0.2434,2,0,6,0
16581.37,22527.52,61,19487.15,2,555.3,0.425,5,1,5,0
68218.34,7891.8,39,2627.66,6,750.6,0.1969,4,0,6,0
71966.34,11903.75,49,11269.65,1,644.6,0.0828,1,1,8,0
23716.37,7282.31,55,7534.68,10,660.9,0.1145,5,1,12,0
110706.39,31735.75,43,4359.04,3,682.7,0.4865,6,0,5,0
59739.29,16613.76,40,9481.02,8,730.6,0.3133,6,0,15,0
59016.33,17273.65,37,3605.59,7,581.2,0.3326,3,0,10,1
36827.9,34569.56,27,6124.96,8,599.3,0.251,6,0,18,0
32577.82,30014.59,22,5018.65,7,700.1,0.1244,6,0,17,0
32705.4,22827.92,37,6003.66,6,795.9,0.2822,3,1,27,0
44146.34,4938.37,59,7762.91,8,698.0,0.6874,4,0,18,0
73173.83,8209.31,32,4405.72,9,636.7,0.1612,7,1,20,0
39761.61,6616.21,29,20824.96,4,528.1,0.5746,3,0,25,1
23023.67,22231.68,37,10894.03,10,776.2,0.4125,6,2,5,0
54842.11,15054.86,50,23783.27,10,641.1,0.5511,4,0,26,0
57559.55,5047.46,31,7361.01,8,608.2,0.6416,4,0,13,1
50379.0,11706.26,31,5829.73,10,562.8,0.1491,5,1,19,0
52719.96,4694.38,26,23273.0,2,584.9,0.0843,6,0,21,0
31714.71,12871.75,37,5728.24,6,623.1,0.4166,6,0,6,0
22822.57,4193.28,31,7281.01,7,680.9,0.3903,4,1,16,0
23526.98,19344.81,61,12481.82,10,603.3,0.115,3,2,8,0
16030.82,17406.06,65,3855.92,2,714.9,0.4753,8,0,5,0
40883.19,50795.55,39,12416.44,9,680.3,0.3662,6,1,26,1
34831.44,24185.57,25,11498.92,1,850.0,0.2989,5,0,23,0
29144.05,9936.4,25,17354.29,4,563.6,0.0919,3,0,5,0
8284.91,23686.23,36,13822.14,7,712.9,0.5311,4,0,5,1
19464.38,5022.26,43,17676.42,3,713.9,0.6771,7,1,2,1
63603.28,6810.83,46,7583.63,9,617.6,0.2766,8,1,10,0
26047.76,16868.44,35,4829.02,10,707.6,0.3063,6,1,7,0
43490.41,2949.01,38,28738.45,2,761.6,0.2362,4,0,22,0
18117.93,13016.69,34,3242.12,3,707.7,0.3937,4,1,12,1
74559.5,6540.81,46,3442.98,1,810.8,0.0365,2,2,29,0
33792.23,14341.53,55,11373.9,8,525.8,0.249,8,0,16,1
41983.01,6282.89,23,21482.45,9,632.6,0.4472,8,0,26,0
116179.29,17979.25,44,9079.1,7,818.0,0.1818,9,3,2,0
77514.48,13541.7,52,14758.61,2,773.0,0.5181,7,0,29,0
31154.6,35605.53,53,2446.76,2,743.2,0.6432,6,1,9,1
26994.54,13422.86,48,6004.55,1,798.7,0.5043,8,1,11,0
30860.35,7800.55,46,2632.35,5,546.7,0.2762,2,1,17,0
46861.38,11239.39,54,12942.17,8,763.6,0.4006,4,0,13,0
34454.26,5213.65,39,3202.42,2,785.1,0.1927,3,0,9,0
29803.4,17752.76,48,3764.27,9,647.3,0.7648,5,2,4,0
75628.66,20189.04,36,11030.45,3,850.0,0.0984,5,1,12,0
34299.81,75239.92,42,15322.76,6,715.7,0.6723,3,1,14,1
114667.8,8644.81,27,7365.92,7,524.6,0.4979,2,0,3,0
38001.13,11076.09,38,11408.38,6,730.5,0.1282,5,2,23,0
88668.43,8928.19,27,11188.85,5,642.4,0.4491,5,0,5,0
43419.32,15498.21,32,7120.58,4,793.2,0.3091,7,3,2,1
58775.49,17451.54,41,4201.42,5,743.8,0.2371,6,0,9,0
25278.12,12869.79,45,11372.29,3,652.2,0.2305,3,0,9,0
23697.39,28579.02,67,11706.01,3,820.2,0.2401,3,1,8,0
45699.97,8674.25,22,13855.18,8,775.2,0.3166,3,1,27,0
59532.44,26644.07,65,9771.64,9,633.8,0.6192,7,2,17,1
37053.88,19476.2,37,4019.45,9,687.8,0.0493,5,0,5,0
19087.77,13247.7,56,12261.31,4,741.4,0.1026,6,0,15,0
18395.67,10716.55,54,8096.37,4,670.9,0.0803,7,0,8,0
17790.71,73033.06,68,6065.41,1,673.2,0.5014,4,0,28,1
15005.75,7540.88,26,6790.08,3,702.9,0.3137,6,0,28,0
38358.93,16457.77,68,5355.32,6,614.7,0.1293,3,0,17,0
63737.09,7901.81,24,13812.18,3,521.4,0.2587,5,0,10,0
36072.72,46626.98,63,3460.37,8,719.1,0.3648,3,1,4,1
11728.68,24854.11,52,4464.48,1,540.9,0.1249,4,0,24,0
33011.78,8309.5,44,6652.42,5,620.6,0.3069,4,1,0,1
33476.55,19126.24,40,21338.12,3,558.3,0.3492,4,2,8,0
103569.63,16000.69,25,15253.56,5,568.1,0.0303,5,0,16,0
17525.83,9305.52,60,3027.51,1,734.1,0.4234,4,0,7,1
29871.53,22713.5,56,18229.72,5,682.2,0.5433,7,3,21,1
85214.45,17544.82,66,18208.65,8,679.3,0.3885,7,0,5,0
45478.24,15537.15,56,4006.19,9,594.7,0.1945,3,1,25,0
48129.79,12973.4,67,1784.91,3,647.5,0.28,5,2,1,0
38456.85,18065.12,64,7759.45,5,730.1,0.1592,4,0,10,0
42829.04,15686.74,41,15890.15,7,695.8,0.3719,6,0,12,0
53573.23,13923.95,55,21052.13,5,765.8,0.5036,5,1,29,0
24227.82,8529.52,33,4805.44,6,777.2,0.1754,8,1,21,0
56332.63,43723.3,59,23183.3,4,679.8,0.3138,6,0,29,0
18278.82,6404.18,50,2128.64,9,551.8,0.2659,7,0,15,1
42795.32,18021.94,42,6497.48,7,639.5,0.3689,3,0,28,0
39710.48,10676.83,51,6308.63,10,692.2,0.4335,6,2,12,0
26684.91,45783.69,34,16177.91,8,637.9,0.2777,3,1,0,1
35905.92,7097.96,51,17658.66,4,615.6,0.1261,6,1,6,0
26601.69,7984.97,44,14364.77,4,705.6,0.1841,2,0,11,0
21250.79,6775.9,36,3603.53,1,850.0,0.2831,4,0,20,0
30430.26,16754.56,68,13596.55,7,660.9,0.3962,9,1,6,1
20910.48,5109.54,24,10997.52,8,699.8,0.5779,6,0,7,0
42676.29,9557.01,58,2972.8,4,595.0,0.6593,6,1,19,0
20434.04,2961.18,31,2344.42,1,799.5,0.0939,5,0,0,0
51843.69,15808.37,31,15105.19,9,770.0,0.4897,6,0,26,0
20115.79,9413.02,28,7273.12,3,764.5,0.2826,4,1,28,0
27360.42,4714.32,26,3747.67,6,808.8,0.7266,2,0,24,0
26574.26,28564.69,27,7151.64,1,665.8,0.24,3,0,28,0
70444.0,5348.83,61,10081.17,1,675.8,0.4087,4,2,4,0
42836.46,23338.52,66,7710.12,9,836.8,0.4137,6,2,6,1
32667.41,8178.56,49,3193.29,7,750.6,0.2912,8,1,26,0
46600.18,40990.68,21,25117.85,1,522.5,0.4424,5,1,7,1
12662.55,22576.96,63,14802.2,2,736.4,0.0444,6,3,21,1
35540.68,6596.98,50,6626.11,5,653.5,0.1687,8,1,17,0
98593.15,7030.7,46,6788.21,7,771.9,0.2303,4,0,8,0
38799.91,20411.78,67,10053.66,5,732.7,0.1928,5,1,12,1
37569.83,11118.16,41,4114.31,9,560.8,0.1404,4,1,13,0
47765.75,11866.33,38,9834.05,7,721.5,0.1202,7,2,26,0
56829.03,32551.12,59,3646.64,7,716.9,0.4847,4,2,16,1
13376.66,7910.27,46,7767.31,3,729.1,0.3412,3,0,12,1
15659.56,14241.36,56,4019.28,7,746.0,0.0547,5,1,20,0
40341.89,26062.15,55,4142.89,9,819.7,0.2874,4,2,4,0
25401.45,23538.25,62,21751.4,1,733.1,0.1978,6,0,9,0
69983.35,11947.43,36,8396.21,8,701.8,0.3408,5,0,16,1
31020.79,10913.61,24,9176.89,9,791.8,0.7244,7,0,18,0
13804.29,3955.37,44,2423.99,5,850.0,0.125,5,0,3,0
19263.99,6378.12,52,5663.51,8,773.2,0.1668,6,1,9,0
9183.48,16694.78,61,10686.4,4,716.5,0.173,6,1,13,0
32303.71,12130.55,34,9104.11,2,734.6,0.1839,5,1,0,0
33051.03,14079.13,57,2225.16,9,720.5,0.0711,5,2,17,0
29371.16,27652.67,61,9175.41,4,701.5,0.3237,5,0,25,0
62282.73,5818.94,60,10096.41,8,850.0,0.1711,4,1,28,0
66122.21,11323.93,60,17505.27,4,640.1,0.2582,5,0,19,0
33349.76,15246.38,69,5469.06,4,792.4,0.183,5,0,8,0
12489.62,8160.72,53,2110.67,7,689.9,0.7171,4,3,21,1
49446.21,36389.44,39,4455.69,4,581.6,0.3464,8,1,19,0
47938.78,25235.59,42,4195.47,9,684.9,0.3428,2,2,1,0
42391.19,16368.16,57,12607.22,1,656.3,0.4237,3,2,0,1
59322.26,46908.88,32,1587.57,1,746.2,0.3186,4,0,29,1
20283.97,4678.69,50,6191.83,1,707.3,0.7558,2,1,26,1
99148.87,13287.67,49,19062.48,3,618.2,0.3427,4,0,12,0
22477.86,17264.99,53,8138.23,1,817.7,0.1753,5,0,9,0
52818.22,7043.15,41,13874.25,4,787.2,0.2188,6,1,2,0
15620.29,16489.85,57,3025.77,1,826.9,0.5272,3,0,7,0
22808.02,6157.29,24,3098.91,8,719.0,0.1361,2,1,2,0
77511.71,21663.63,57,19193.86,2,697.1,0.0298,8,1,3,0
31874.13,28014.69,60,8610.43,10,756.3,0.1683,3,3,25,0
55268.66,16165.48,64,8621.07,9,653.8,0.5169,4,0,23,0
40883.33,3652.04,66,4142.72,7,710.4,0.404,4,0,23,0
34458.84,6790.26,38,8608.19,8,685.9,0.4147,5,0,1,0
71820.5,19836.86,23,4074.23,8,583.1,0.0862,5,2,11,0
32262.81,13559.45,53,16516.62,9,710.2,0.0764,5,1,18,0
14907.67,2026.77,25,41635.08,6,664.7,0.1361,3,0,16,0
24303.6,31887.88,34,10833.13,7,680.6,0.3755,3,1,9,0
47838.97,14700.83,55,5536.03,5,729.1,0.3739,3,1,12,1
44256.37,7529.98,50,1771.9,7,801.8,0.0561,4,1,21,0
16588.6,26808.36,50,2949.3,4,632.1,0.3402,4,0,25,0
